icd9,icd9_description,icd10,icd10_description,approximate,combination,scenario,choice_list,no_map,label
7010,Circumscribed scleroderma,L943,Sclerodactyly,1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L110,Acquired keratosis follicularis,1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L850,Acquired ichthyosis,1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L851,Acquired keratosis [keratoderma] palmaris et plantaris,1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L852,Keratosis punctata (palmaris et plantaris),1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L870,Keratosis follicularis et parafollicularis in cutem penetrans,1,0,0,0,0,one_to_many
7011,"Keratoderma, acquired",L872,Elastosis perforans serpiginosa,1,0,0,0,0,one_to_many
7013,Striae atrophicae,L901,Anetoderma of Schweninger-Buzzi,1,0,0,0,0,one_to_many
7013,Striae atrophicae,L902,Anetoderma of Jadassohn-Pellizzari,1,0,0,0,0,one_to_many
7013,Striae atrophicae,L906,Striae atrophicae,1,0,0,0,0,one_to_many
7018,Other specified hypertrophic and atrophic conditions of skin,L119,"Acantholytic disorder, unspecified",1,0,0,0,0,one_to_many
