Order2018	POAexemptCode	Description
33634	S20.441S	"External constriction of right back wall of thorax, sequela"
33637	S20.442D	"External constriction of left back wall of thorax, subsequent encounter"
33638	S20.442S	"External constriction of left back wall of thorax, sequela"
33641	S20.449D	"External constriction of unspecified back wall of thorax, subsequent encounter"
33642	S20.449S	"External constriction of unspecified back wall of thorax, sequela"
33646	S20.451D	"Superficial foreign body of right back wall of thorax, subsequent encounter"
33647	S20.451S	"Superficial foreign body of right back wall of thorax, sequela"
33650	S20.452D	"Superficial foreign body of left back wall of thorax, subsequent encounter"
33651	S20.452S	"Superficial foreign body of left back wall of thorax, sequela"
33654	S20.459D	"Superficial foreign body of unspecified back wall of thorax, subsequent encounter"
33655	S20.459S	"Superficial foreign body of unspecified back wall of thorax, sequela"
33659	S20.461D	"Insect bite (nonvenomous) of right back wall of thorax, subsequent encounter"
33660	S20.461S	"Insect bite (nonvenomous) of right back wall of thorax, sequela"
33663	S20.462D	"Insect bite (nonvenomous) of left back wall of thorax, subsequent encounter"
33664	S20.462S	"Insect bite (nonvenomous) of left back wall of thorax, sequela"
33667	S20.469D	"Insect bite (nonvenomous) of unspecified back wall of thorax, subsequent encounter"
33668	S20.469S	"Insect bite (nonvenomous) of unspecified back wall of thorax, sequela"
33672	S20.471D	"Other superficial bite of right back wall of thorax, subsequent encounter"
33673	S20.471S	"Other superficial bite of right back wall of thorax, sequela"
33676	S20.472D	"Other superficial bite of left back wall of thorax, subsequent encounter"
33677	S20.472S	"Other superficial bite of left back wall of thorax, sequela"
33680	S20.479D	"Other superficial bite of unspecified back wall of thorax, subsequent encounter"
33681	S20.479S	"Other superficial bite of unspecified back wall of thorax, sequela"
33685	S20.90XD	"Unspecified superficial injury of unspecified parts of thorax, subsequent encounter"
33686	S20.90XS	"Unspecified superficial injury of unspecified parts of thorax, sequela"
33689	S20.91XD	"Abrasion of unspecified parts of thorax, subsequent encounter"
33690	S20.91XS	"Abrasion of unspecified parts of thorax, sequela"
33693	S20.92XD	"Blister (nonthermal) of unspecified parts of thorax, subsequent encounter"
33694	S20.92XS	"Blister (nonthermal) of unspecified parts of thorax, sequela"
33697	S20.94XD	"External constriction of unspecified parts of thorax, subsequent encounter"
33698	S20.94XS	"External constriction of unspecified parts of thorax, sequela"
33701	S20.95XD	"Superficial foreign body of unspecified parts of thorax, subsequent encounter"
33702	S20.95XS	"Superficial foreign body of unspecified parts of thorax, sequela"
33705	S20.96XD	"Insect bite (nonvenomous) of unspecified parts of thorax, subsequent encounter"
33706	S20.96XS	"Insect bite (nonvenomous) of unspecified parts of thorax, sequela"
33709	S20.97XD	"Other superficial bite of unspecified parts of thorax, subsequent encounter"
33710	S20.97XS	"Other superficial bite of unspecified parts of thorax, sequela"
33716	S21.001D	"Unspecified open wound of right breast, subsequent encounter"
33717	S21.001S	"Unspecified open wound of right breast, sequela"
33720	S21.002D	"Unspecified open wound of left breast, subsequent encounter"
33721	S21.002S	"Unspecified open wound of left breast, sequela"
33724	S21.009D	"Unspecified open wound of unspecified breast, subsequent encounter"
33725	S21.009S	"Unspecified open wound of unspecified breast, sequela"
33729	S21.011D	"Laceration without foreign body of right breast, subsequent encounter"
33730	S21.011S	"Laceration without foreign body of right breast, sequela"
33733	S21.012D	"Laceration without foreign body of left breast, subsequent encounter"
33734	S21.012S	"Laceration without foreign body of left breast, sequela"
33737	S21.019D	"Laceration without foreign body of unspecified breast, subsequent encounter"
33738	S21.019S	"Laceration without foreign body of unspecified breast, sequela"
33742	S21.021D	"Laceration with foreign body of right breast, subsequent encounter"
33743	S21.021S	"Laceration with foreign body of right breast, sequela"
33746	S21.022D	"Laceration with foreign body of left breast, subsequent encounter"
33747	S21.022S	"Laceration with foreign body of left breast, sequela"
33750	S21.029D	"Laceration with foreign body of unspecified breast, subsequent encounter"
33751	S21.029S	"Laceration with foreign body of unspecified breast, sequela"
33755	S21.031D	"Puncture wound without foreign body of right breast, subsequent encounter"
33756	S21.031S	"Puncture wound without foreign body of right breast, sequela"
33759	S21.032D	"Puncture wound without foreign body of left breast, subsequent encounter"
33760	S21.032S	"Puncture wound without foreign body of left breast, sequela"
33763	S21.039D	"Puncture wound without foreign body of unspecified breast, subsequent encounter"
33764	S21.039S	"Puncture wound without foreign body of unspecified breast, sequela"
33768	S21.041D	"Puncture wound with foreign body of right breast, subsequent encounter"
33769	S21.041S	"Puncture wound with foreign body of right breast, sequela"
33772	S21.042D	"Puncture wound with foreign body of left breast, subsequent encounter"
33773	S21.042S	"Puncture wound with foreign body of left breast, sequela"
33776	S21.049D	"Puncture wound with foreign body of unspecified breast, subsequent encounter"
33777	S21.049S	"Puncture wound with foreign body of unspecified breast, sequela"
33781	S21.051D	"Open bite of right breast, subsequent encounter"
33782	S21.051S	"Open bite of right breast, sequela"
33785	S21.052D	"Open bite of left breast, subsequent encounter"
33786	S21.052S	"Open bite of left breast, sequela"
33789	S21.059D	"Open bite of unspecified breast, subsequent encounter"
33790	S21.059S	"Open bite of unspecified breast, sequela"
33795	S21.101D	"Unspecified open wound of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33796	S21.101S	"Unspecified open wound of right front wall of thorax without penetration into thoracic cavity, sequela"
33799	S21.102D	"Unspecified open wound of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33800	S21.102S	"Unspecified open wound of left front wall of thorax without penetration into thoracic cavity, sequela"
33803	S21.109D	"Unspecified open wound of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33804	S21.109S	"Unspecified open wound of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33808	S21.111D	"Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33809	S21.111S	"Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity, sequela"
33812	S21.112D	"Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33813	S21.112S	"Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, sequela"
33816	S21.119D	"Laceration without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33817	S21.119S	"Laceration without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33821	S21.121D	"Laceration with foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33822	S21.121S	"Laceration with foreign body of right front wall of thorax without penetration into thoracic cavity, sequela"
33825	S21.122D	"Laceration with foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33826	S21.122S	"Laceration with foreign body of left front wall of thorax without penetration into thoracic cavity, sequela"
33829	S21.129D	"Laceration with foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33830	S21.129S	"Laceration with foreign body of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33834	S21.131D	"Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33835	S21.131S	"Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, sequela"
33838	S21.132D	"Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33839	S21.132S	"Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity, sequela"
33842	S21.139D	"Puncture wound without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33843	S21.139S	"Puncture wound without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33847	S21.141D	"Puncture wound with foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33848	S21.141S	"Puncture wound with foreign body of right front wall of thorax without penetration into thoracic cavity, sequela"
33851	S21.142D	"Puncture wound with foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33852	S21.142S	"Puncture wound with foreign body of left front wall of thorax without penetration into thoracic cavity, sequela"
33855	S21.149D	"Puncture wound with foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33856	S21.149S	"Puncture wound with foreign body of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33860	S21.151D	"Open bite of right front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33861	S21.151S	"Open bite of right front wall of thorax without penetration into thoracic cavity, sequela"
33864	S21.152D	"Open bite of left front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33865	S21.152S	"Open bite of left front wall of thorax without penetration into thoracic cavity, sequela"
33868	S21.159D	"Open bite of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter"
33869	S21.159S	"Open bite of unspecified front wall of thorax without penetration into thoracic cavity, sequela"
33874	S21.201D	"Unspecified open wound of right back wall of thorax without penetration into thoracic cavity, subsequent encounter"
33875	S21.201S	"Unspecified open wound of right back wall of thorax without penetration into thoracic cavity, sequela"
33878	S21.202D	"Unspecified open wound of left back wall of thorax without penetration into thoracic cavity, subsequent encounter"
33879	S21.202S	"Unspecified open wound of left back wall of thorax without penetration into thoracic cavity, sequela"
33882	S21.209D	"Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter"
33883	S21.209S	"Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity, sequela"
33887	S21.211D	"Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, subsequent encounter"
33888	S21.211S	"Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, sequela"
33891	S21.212D	"Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity, subsequent encounter"
33892	S21.212S	"Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity, sequela"
33895	S21.219D	"Laceration without foreign body of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter"
